Serial Number,Tender ID,Page Number,Title,E-Published Date,Organisation,Closing Date,Link
1,2025_JKRRD_144563_12,1,"[Permanent Restoration work on Kilothran to Porabala Road by way of  Construction of Crated R/wall in Km 2nd RD(200-300) , R/Wall in km 7th RD( 650-700)    3mtr Span Culvert in Km IST RD(150-200) ]",20-Sep-2025 06:00 PM,PMGSY Jammu and CE PW (R and B) Jammu||PMGSY Jammu Circle,08-Oct-2025 04:00 PM,https://pmgsytenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SlI2fIbObR%2F%2B3%2FaxWOzCSOA%3D%3D
2,2025_JKRRD_144563_6,1,"[Permanent Restoration work on Gowari to Bharthi Road by way of  Construction of Crated  R/wall in Km 7th RD( 300-400), ]",20-Sep-2025 06:00 PM,PMGSY Jammu and CE PW (R and B) Jammu||PMGSY Jammu Circle,08-Oct-2025 04:00 PM,https://pmgsytenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SFhsupTkEIFJMyREydObXHw%3D%3D
3,2025_JKRRD_144563_11,1,"[Permanent Restoration work on Bhargi to Kunan  Road by way of  Construction of Crated R/wall in Km 2nd RD(400-500) , Km 3rd RD(350-425)   km 5th RD(400-500) , H P Culvert   6.00 m span RCC culvert]",20-Sep-2025 06:00 PM,PMGSY Jammu and CE PW (R and B) Jammu||PMGSY Jammu Circle,08-Oct-2025 04:00 PM,https://pmgsytenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=ST%2FnKNmPoLmgbrlfv3yQzBA%3D%3D
4,2025_JKRRD_144563_7,1,"[Permanent Restoration work on Tantli to Gurekhra Part I  Road by way of  Construction of Crated R/wall in Km IST RD(475-575)   RD(600-800), B/Wall in Km 2nd RD(500-550)   RD(650-700) and R/Wall n Km IST RD(25-100) ]",20-Sep-2025 06:00 PM,PMGSY Jammu and CE PW (R and B) Jammu||PMGSY Jammu Circle,08-Oct-2025 04:00 PM,https://pmgsytenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SlmVNGakMo3oNr9UT3uOFhA%3D%3D
5,2025_JKRRD_144563_2,1,[Permanent Restoration work on Changa to Tantli  Road by way of  Construction of Crated R/wall in Km 6th RD(500-600)   Scupper in Km 3rd RD (450-500)  ],20-Sep-2025 06:00 PM,PMGSY Jammu and CE PW (R and B) Jammu||PMGSY Jammu Circle,08-Oct-2025 04:00 PM,https://pmgsytenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SBjdXVsbEccE5PZfjzzDpRw%3D%3D
6,2025_JKRRD_144563_1,1,"[Permanent Restoration work on Km 2nd L-021 to Champal   Road by way of  Construction of Crated R/wall in Km 5th RD(100-200), Rd(500-600) , Km 6th RD(300-400)   km 7th RD(200-400) , Crated B/wall in Km 5th RD(100-200), Rd(500-600) and R/Wall in KM 7th]",20-Sep-2025 06:00 PM,PMGSY Jammu and CE PW (R and B) Jammu||PMGSY Jammu Circle,08-Oct-2025 04:00 PM,https://pmgsytenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SQVCjljV7fmnDzpqdUMv%2BQg%3D%3D
7,2025_JKRRD_144563_14,1,[Permanent Restoration work on Gurekhara to Chanser Road by way of  Construction of Crated R/wall in Km  2nd RD(600-700)  3rd RD(0-100)],20-Sep-2025 06:00 PM,PMGSY Jammu and CE PW (R and B) Jammu||PMGSY Jammu Circle,08-Oct-2025 04:00 PM,https://pmgsytenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SNr9jlOkjggpAOtMFx6Su5w%3D%3D
8,2025_JKRRD_144563_9,1,"[Permanent Restoration work on Thathri to Kathawa  Road by way of  Construction of Crated R/wall in Km 3rd RD(400-500), B/wall in Km 3rd RD(400-500)   R/Wall in KM 14th RD(450-500)]",20-Sep-2025 06:00 PM,PMGSY Jammu and CE PW (R and B) Jammu||PMGSY Jammu Circle,08-Oct-2025 04:00 PM,https://pmgsytenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SRESR8sTCzDwaxpS4jr4e5g%3D%3D
9,2025_JKRRD_144563_13,1,"[Permanent Restoration work on Km 33rd RD 175 Bangroo to Shingani   Road by way of  Construction of  3.00 m span RCC culvert in Km IST RD 25 , H P culvert in Km 10th RD(700-750) and R/Wall in Km 5th RD (500-600) ]",20-Sep-2025 06:00 PM,PMGSY Jammu and CE PW (R and B) Jammu||PMGSY Jammu Circle,08-Oct-2025 04:00 PM,https://pmgsytenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SITm7pEjrDpfVrnkiZHlO9Q%3D%3D
10,2025_JKRRD_144563_15,1,[Permanent Restoration work on Thellala to Jagota  Road by way of  Construction of Crated R/wall in Km 7th RD(100-150)],20-Sep-2025 06:00 PM,PMGSY Jammu and CE PW (R and B) Jammu||PMGSY Jammu Circle,08-Oct-2025 04:00 PM,https://pmgsytenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SDIIbDwnzMI6nsmQk05PNfQ%3D%3D
