Serial Number,Tender ID,Page Number,Title,E-Published Date,Organisation,Closing Date,Link
1,2025_REDUP_1077543_2,1,"[Under District Prayagraj, Interlocking and drain construction work from Bakridi house on Shiva temple route in Belly Colony to Uma Gupta and Krishnanand Mishra house Etc, Lot No 1]",29-Sep-2025 10:00 AM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE,04-Oct-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SbQBHiJRLDw23ZnI06mYW1A%3D%3D
2,2025_HPDA_1078269_1,1,"[Supply of tricolor lights to Kaima Aryalay and Authority office on Independence Day, Republic Day, Diwali and other auspicious occasions along with maintenance of lights for 5 years]",28-Sep-2025 01:15 PM,Hapur-Pilkhuwa Development Authority  Hapur||Hapur-Pilkhuwa Development Authority HQ Hapur,06-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SJha6cHmcgwwnjb55q5cMsA%3D%3D
3,2025_PVVNL_1068983_2,1,"[Work related to strengthening of 33/11 KV substations in relation to the works approved in the Business Plan 2025-26 in the area of EUTD, Muzaffarnagar]",27-Sep-2025 06:00 PM,Paschimanchal Vidyut Vitran Nigam Ltd.,03-Oct-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SizS8zA7pymrWSv%2FXvjzCYQ%3D%3D
4,2025_NNSAH_1078096_1,1,[CONSTRUCTION OF ROAD FROM DISTRICT MAGISTRATE OFFICE ANUPAM SWEETS TO MOHAN PANDEY HOSPITAL DELHI ROAD VIA J.V. JAIN DEGREE COLLEGE],27-Sep-2025 05:00 PM,Saharanpur Municipal Corporation Saharanpur UP,10-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=S8WIr5UTc4vq%2Fi8PiRvsH8A%3D%3D
5,2025_UPTCL_1077982_1,1,[Work],27-Sep-2025 03:00 PM,UP Power Transmission Corp.Ltd (Operation)||Chief Engineer (TC)  Lucknow||SE ETC Sultanpur,13-Oct-2025 04:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SYbLcA3LWpCrXf9gQGuaqPw%3D%3D
6,2025_UPIDC_1077480_1,1,[ Repair of Service Road of Rajapur  Dy in patches from km 10.000 to km 11.500],27-Sep-2025 10:00 AM,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Construction Circle, Varanasi||DPCD-2, ghazipur",02-Oct-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=STQlqm9HVbIuGHzJJTPYZ3Q%3D%3D
7,2025_UPIDC_1077486_1,1,[Repair of Service Road of Birno Dy in patches from km 30.000 to km 32.000],27-Sep-2025 10:00 AM,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Construction Circle, Varanasi||DPCD-2, ghazipur",02-Oct-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=S6S10PmyszpT1y1WW%2Fp%2FtfA%3D%3D
8,2025_UPIDC_1077489_1,1,[Repair of Service Road of Dalpatpur Dy in patches from km 18.200 to km 19.200],27-Sep-2025 10:00 AM,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Construction Circle, Varanasi||DPCD-2, ghazipur",02-Oct-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SS07f5AL7Lt0QChLc8GGAkA%3D%3D
9,2025_UPIDC_1077332_1,1,[RENOVATION OF SERVICE ROAD OF PACHRASI MINOR FROM KM. 1.500 TO K.M. 3.500],27-Sep-2025 10:00 AM,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Construction Circle, Varanasi||DPCD-2, ghazipur",02-Oct-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=S%2BPGADghXOEyFf03dqB80fA%3D%3D
10,2025_UPIDC_1077457_1,1,[ Patch Repair of Service Road of Mardah Dy between km 8.150 to km 9.150],27-Sep-2025 10:00 AM,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Construction Circle, Varanasi||DPCD-2, ghazipur",02-Oct-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=Sn3lmnxggEMax1TK%2FTqlsSQ%3D%3D
