Serial Number,Tender ID,Page Number,Title,E-Published Date,Organisation,Closing Date,Link
1,2025_MES_730240_2,1,[SPL REPAIR TO BLDG NO T-36 AT 77 MTN BDE AND OTHER REV/MINOR WORKS LOCATION THAKURBARI  AT AGE CHARDUAR UNDER GE (N) TEZPUR],26-Sep-2025 06:00 PM,E-IN-C BRANCH - MILITARY ENGINEER SERVICES||CE EC AND CE SILIGURI ZONE - MES||CWE TEZPUR - MES||GE (N) TEZPUR - MES,09-Oct-2025 06:00 PM,https://defproc.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=Si1VAP0Iw7LvVeKxGCZkUWw%3D%3D
2,2025_MES_720265_2,1,[SPL REPAIR OF GI EARTHING TO CHEMICAL EARTHING FOR MES INSTALLATIONS AND PROVN OF HIGH MAST LIGHT AT CHILDREN PARK OF ZONE 7A AT NAA UNDER GE (N) TEZPUR],26-Sep-2025 01:00 PM,E-IN-C BRANCH - MILITARY ENGINEER SERVICES||CE EC AND CE SILIGURI ZONE - MES||CWE TEZPUR - MES||GE (N) TEZPUR - MES,09-Oct-2025 06:00 PM,https://defproc.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SZEIBcxxxeg6RqBzzo6Vu6A%3D%3D
3,2025_MES_732676_1,1,[PROVISION OF LED SOLAR LIGHTS FOR PERIMETER FENCING AT SASF ODIANWALI AT FAZILKA MIL STATION.],26-Sep-2025 09:00 AM,E-IN-C BRANCH - MILITARY ENGINEER SERVICES||CE SWC AND CE BATHINDA ZONE - MES||CWE GANGANAGAR - MES||GE ABOHAR -  MES,10-Oct-2025 06:00 PM,https://defproc.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=S83nJUqpqjtEIrsYxMImDmw%3D%3D
4,2025_DRDO_732561_1,1,[Opto- ISolator unit],25-Sep-2025 11:30 AM,Department of Defence Research and Development||Defence Research and Development Organisation||DFMM||Office of DG (MSS)||RCI,06-Oct-2025 10:00 AM,https://defproc.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SCzkABjkcTwzOco9qvOZbuQ%3D%3D
5,2025_ARMY_732374_1,1,[ PROVN OF EXPLOSIVE MTRL FOR Op Track IN 56 INF DIV AOR ],25-Sep-2025 09:00 AM,IHQ of MoD (Army)-(OSCC)||Eastern Comd-IHQ of MoD (Army)-(OSCC)||CORPS 4-IHQ of MoD (Army)-(OSCC)||ENGR UNIT 2-IHQ of MoD (Army),01-Oct-2025 06:00 PM,https://defproc.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=S9XYrO0rugR7YxaWjLwqyRg%3D%3D
6,2025_MES_732422_1,1,[PROVN OF GREASE TRAP ELECTRIC CHIMNEY AT SNCOS MESS COOK HOUSE ADDITIONAL STREET LIGHT AND PROVN OF EXHAUST FAN AND CEILING FAN AT AF STN MOUNT ABU AND GURUSHIKHAR],24-Sep-2025 01:00 PM,E-IN-C BRANCH - MILITARY ENGINEER SERVICES||CE SWC AND CE (AF) GANDHINAGAR - MES||CWE (AF) Jaisalmer - MES||AGE (I) MOUNT ABU - MES,13-Oct-2025 06:00 PM,https://defproc.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SnIvwAQQON3GSsTLXL0w50w%3D%3D
7,2025_MES_732357_1,1,[PERIODICAL SERVICES IN CERTAIN OTM ACCN AT SOUTH OF RLY LINE UNDER GE MISSAMARI],24-Sep-2025 09:00 AM,E-IN-C BRANCH - MILITARY ENGINEER SERVICES||CE EC AND CE SILIGURI ZONE - MES||CWE TENGA - MES||GE MISSAMARI - MES,20-Oct-2025 06:00 PM,https://defproc.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=STlP7shy3g0rNFvM0VC0NFw%3D%3D
8,2025_MES_732364_1,1,[PERIODICAL SERVICES TO VARIOUS OTM ACCN AT NORTH OF RLY LINE UNDER GE MISSAMARI],24-Sep-2025 09:00 AM,E-IN-C BRANCH - MILITARY ENGINEER SERVICES||CE EC AND CE SILIGURI ZONE - MES||CWE TENGA - MES||GE MISSAMARI - MES,20-Oct-2025 06:00 PM,https://defproc.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SGVsywpzxknvyWl5sEw06YQ%3D%3D
9,2025_MES_732360_1,1,[PERIODICAL SERVICES IN CERTAIN MD ACCN AT SOUTH OF RLY LINE UNDER GE MISSAMARI],24-Sep-2025 09:00 AM,E-IN-C BRANCH - MILITARY ENGINEER SERVICES||CE EC AND CE SILIGURI ZONE - MES||CWE TENGA - MES||GE MISSAMARI - MES,20-Oct-2025 06:00 PM,https://defproc.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=Sln0bCfERZbNE5bPjPcjVVA%3D%3D
10,2025_MES_732330_1,1,[SPECIAL REPAIR TO BLDG NO P-10 AND PROVN OF GUARD ROOM AT DRUGMULLA AND DAWAR UNDER THE AOR OF GE 874 EWS],23-Sep-2025 06:00 PM,E-IN-C BRANCH - MILITARY ENGINEER SERVICES||CE NC AND CE 31 ZONE - MES||133 WORKS ENGINEER - MES||GE 874 EWS - MES,14-Oct-2025 06:00 PM,https://defproc.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SUspMjmFVdsXY1bW2Nu0ywA%3D%3D
